DIRECTORIO;SECUENCIA_P;SECUENCIA_ENCUESTA;P3053;P3095;P3096;P3097;P3098;P3054;P3055;P469;CLASE_TE;COD_DEPTO;AREA;F_EXP
5325783;1;1;1;2;;;;1;3;2;1;08;08;42.754857399783400
5325791;1;1;2;;1;;;1;3;1;1;73;73;29.141433815726000
5325794;1;1;1;2;;;;1;1;1;1;08;08;57.354955628350300
5325796;1;1;5;;;;;1;2;1;1;08;08;64.388080301727500
5325797;1;5;4;;;;1;;;;1;08;08;47.353163151761400
5325801;1;1;1;2;;;;1;1;2;1;08;08;52.713966045888600
5325805;1;2;3;;;1;;;;;1;08;08;54.241718124155200
5325806;1;1;1;2;;;;1;5;1;1;08;08;50.166527541391800
5325808;1;1;3;;;1;;;;;1;08;08;64.388080301727500
5325810;1;2;1;2;;;;1;1;1;1;08;08;38.203936593936700
5325811;1;1;1;1;;;;1;3;1;1;08;08;66.323986057785600
5325849;1;1;5;;;;;1;1;2;1;41;41;21.237710384061300
5325875;1;1;5;;;;;1;3;1;1;70;70;10.741544497293500
5325881;1;2;5;;;;;1;1;1;1;70;70;5.624214365819180
5325881;1;3;4;;;;2;1;;2;1;70;70;5.624214365819180
5325885;1;4;5;;;;;1;3;1;1;70;70;5.299215950936600
5325887;1;2;1;2;;;;1;4;2;1;70;70;10.009933156910200
5325888;1;1;1;2;;;;1;4;2;1;70;70;10.942051252949300
5325890;1;1;1;1;;;;1;4;1;1;70;70;8.719496556073410
5325899;1;2;1;2;;;;1;1;1;1;70;70;5.764944640135960
5325902;1;2;4;;;;1;;;;1;70;70;8.481132388400580
5325902;1;3;4;;;;1;;;;1;70;70;8.481132388400580
5325904;1;2;4;;;;2;1;;1;1;70;70;12.964485072847700
5325907;1;1;3;;;1;;;;;1;70;70;10.486838675084500
5325920;1;1;3;;;2;;;;;1;76;;81.833378473047900
5325920;1;2;1;1;;;;1;1;2;1;76;;81.833378473047900
5325932;1;1;2;;2;;;1;3;1;1;52;52;22.411283889061800
5325946;1;1;3;;;1;;;;;1;63;63;11.226221012128200
5325971;1;3;3;;;1;;;;;1;73;73;23.203593610653700
5325973;1;1;1;1;;;;1;3;1;1;73;73;26.219873306068500
5325980;1;1;3;;;1;;;;;1;73;73;24.530444559595100
5325981;1;1;3;;;1;;;;;1;73;73;32.169655603461300
5325984;1;1;3;;;1;;;;;1;18;18;7.789879543603370
5325984;1;2;5;;;;;1;1;1;1;18;18;7.789879543603370
5325990;1;2;5;;;;;1;1;1;1;18;18;7.507161965532040
5326002;1;1;1;1;;;;1;3;2;1;18;18;12.227609564865800
5326006;1;1;7;;;;;1;1;2;2;50;;88.068907754878300
5326007;1;1;7;;;;;1;1;2;2;50;;103.283974534720000
5326008;1;1;7;;;;;1;1;2;2;50;;114.077365713613000
5326009;1;1;7;;;;;1;1;2;2;50;;57.983071891644600
5326010;1;2;7;;;;;1;3;2;2;50;;59.215669933433000
5326013;1;1;7;;;;;1;3;2;2;50;;57.983071891644600
5326015;1;1;4;;;;1;;;;1;41;41;17.832262988041500
5326017;1;1;4;;;;2;1;;1;1;41;41;16.040851541450400
5326030;1;2;1;1;;;;1;1;1;1;17;17;16.605685673086000
5326040;1;1;5;;;;;1;1;1;1;63;63;14.505315857552000
5326056;1;1;2;;1;;;1;3;1;1;54;54;36.405751349588700
5326058;1;2;1;2;;;;1;1;2;1;54;54;38.530634949050600
5326062;1;2;1;2;;;;1;1;2;1;54;54;33.851784202025200
5326072;1;1;1;2;;;;1;1;2;1;54;54;40.510805620488100
5326074;1;1;1;1;;;;1;3;1;1;54;54;44.549077757163000
5326082;2;2;4;;;;1;;;;1;20;20;33.277758599360600
5326082;2;3;4;;;;1;;;;1;20;20;33.277758599360600
5326083;1;1;2;;1;;;1;3;1;1;20;20;13.270232410013500
5326088;1;2;3;;;1;;;;;1;20;20;8.959859948361830
5326092;1;1;2;;1;;;1;3;1;1;20;20;21.251665831679200
5326129;1;1;2;;3;;;1;3;1;1;15;15;7.320523176112810
5326135;1;1;1;2;;;;1;1;2;1;19;19;5.677052742651960
5326135;1;2;4;;;;1;;;;1;19;19;5.677052742651960
5326135;1;3;1;2;;;;1;1;2;1;19;19;5.677052742651960
5326145;1;1;1;1;;;;1;3;2;1;19;19;15.436826581543500
5326152;1;2;1;1;;;;1;1;1;1;19;19;13.813692617796900
5326156;1;1;4;;;;2;1;;2;1;19;19;12.525474922204000
5326156;1;2;4;;;;2;1;;2;1;19;19;12.525474922204000
5326167;1;1;3;;;2;;;;;1;15;15;8.259836354596740
5326171;1;1;3;;;1;;;;;1;41;41;10.355037345428900
5326172;1;4;3;;;1;;;;;1;41;41;21.106563367166200
5326179;1;1;2;;1;;;1;4;1;1;41;41;24.456427926094300
5326186;1;7;4;;;;2;1;;1;1;76;;164.124393824973000
5326211;1;1;1;1;;;;1;1;1;1;11;11;323.340975134452000
5326215;1;1;1;2;;;;1;2;2;1;11;11;323.543253403812000
5326220;1;1;2;;1;;;1;1;1;1;11;11;323.340975134452000
5326224;1;2;1;1;;;;1;1;2;1;11;11;275.786518074735000
5326226;1;3;5;;;;;1;1;1;1;11;11;293.313926317925000
5326230;1;2;3;;;1;;;;;1;11;11;342.911384292405000
5326231;1;1;1;2;;;;1;1;2;1;11;11;375.703347057575000
5326232;1;1;1;1;;;;1;1;2;1;11;11;279.594295296236000
5326233;1;1;3;;;2;;;;;1;11;11;270.978490747198000
5326234;1;2;5;;;;;1;3;1;1;11;11;290.013988011755000
5326235;1;1;5;;;;;1;3;1;1;11;11;147.956854569275000
5326235;1;4;1;1;;;;1;1;2;1;11;11;147.956854569275000
5326253;1;1;2;;1;;;1;3;1;1;15;15;11.154326304197800
5326257;1;1;4;;;;2;1;;1;1;17;17;18.988383203248500
5326257;1;2;1;2;;;;1;1;1;1;17;17;18.988383203248500
5326261;1;2;1;2;;;;1;2;2;1;17;17;17.909905705012400
5326263;1;3;3;;;1;;;;;1;17;17;15.529010624191100
5326264;1;1;1;2;;;;1;1;2;1;70;70;13.303637307556900
5326265;1;1;1;2;;;;1;1;2;1;70;70;12.807553568084000
5326266;1;2;1;2;;;;1;4;1;1;70;70;5.083168682474150
5326268;1;1;5;;;;;1;1;1;1;70;70;10.132261666542600
5326269;1;2;2;;1;;;1;3;1;1;15;15;10.943928945516000
5326270;1;1;1;2;;;;1;1;2;1;70;70;10.641931499454900
5326276;1;1;5;;;;;1;1;1;1;70;70;11.674048472010900
5326284;1;2;3;;;2;;;;;1;70;70;4.800681523379420
5326286;1;1;1;2;;;;1;4;1;1;70;70;11.696083280306800
5326286;1;2;4;;;;1;;;;1;70;70;11.696083280306800
5326289;1;1;1;1;;;;1;1;2;1;70;70;10.009933156910200
5326289;1;2;1;1;;;;1;1;2;1;70;70;10.009933156910200
5326291;1;1;2;;1;;;1;1;2;1;70;70;8.719496556073410
5326292;1;5;3;;;1;;;;;1;70;70;6.193181810139050
5326293;1;1;1;1;;;;1;3;2;1;52;52;22.144847230942500
5326294;1;1;4;;;;1;;;;1;52;52;14.947223755674200
5326294;1;2;4;;;;1;;;;1;52;52;14.947223755674200
5326295;1;2;1;1;;;;1;4;1;1;52;52;18.410010773659000
5326297;1;1;1;1;;;;1;4;1;1;52;52;8.119479594743530
5326297;1;6;6;;;;;;;;1;52;52;8.119479594743530
5326305;1;1;1;2;;;;1;3;2;1;52;52;53.100589702322800
5326305;1;2;5;;;;;1;1;1;1;52;52;53.100589702322800
5326338;1;1;3;;;1;;;;;1;27;27;7.507831978547610
5326339;1;1;2;;1;;;1;3;2;1;27;27;10.281621631592500
5326339;1;2;2;;1;;;1;3;1;1;27;27;10.281621631592500
5326340;1;2;1;2;;;;1;1;1;1;27;27;4.182839216232510
5326340;1;3;3;;;1;;;;;1;27;27;4.182839216232510
5326348;1;1;2;;1;;;1;3;1;1;17;17;23.678219040259000
5326352;1;3;1;2;;;;1;1;1;1;17;17;16.535632094043700
5326352;1;4;5;;;;;1;1;1;1;17;17;16.535632094043700
5326353;1;1;4;;;;2;1;;1;1;17;17;17.035172079025700
5326363;1;1;4;;;;2;1;;1;1;18;18;8.715298631194160
5326365;1;1;1;2;;;;1;4;1;1;18;18;6.981047860564790
5326386;1;1;1;1;;;;1;1;2;1;18;18;7.882340543838400
5326391;1;1;2;;1;;;1;3;1;1;18;18;6.910278117380050
5326392;1;1;1;2;;;;1;1;1;1;18;18;8.038004965400540
5326400;1;2;6;;;;;;;;1;76;76;102.416910546287000
5326400;1;7;4;;;;1;;;;1;76;76;102.416910546287000
5326402;1;2;3;;;1;;;;;1;76;76;85.712815375359100
5326402;2;1;6;;;;;;;;1;76;76;85.712815375359100
5326409;1;1;1;1;;;;1;1;2;1;20;20;17.201845589474700
5326410;1;1;1;1;;;;1;3;1;1;20;20;29.458882990284500
5326421;1;1;3;;;1;;;;;1;20;20;15.565110390772000
5326423;1;1;4;;;;2;1;;1;1;20;20;18.226545217673500
5326427;1;4;3;;;1;;;;;1;76;76;72.147241106064900
5326428;1;1;4;;;;2;1;;1;1;76;76;86.726524277845800
5326429;1;1;1;2;;;;1;3;1;1;76;76;66.596960853342600
5326432;1;1;4;;;;1;;;;1;76;76;85.138654362158300
5326436;1;1;1;2;;;;1;3;2;1;76;76;83.477015867955800
5326445;1;2;3;;;1;;;;;1;76;76;79.584583379218400
5326449;1;1;3;;;1;;;;;1;76;76;94.498779301952500
5326450;1;1;5;;;;;1;1;1;1;76;76;97.748287711843300
5326451;1;1;4;;;;2;1;;1;1;17;17;16.852222445052100
5326456;1;1;1;1;;;;1;1;2;1;17;17;20.456472696386300
5326456;1;2;8;;;;;;;;1;17;17;20.456472696386300
5326457;1;1;1;1;;;;1;1;2;1;17;17;19.667647120744900
5326463;1;1;1;2;;;;1;3;2;1;76;76;73.092667481389300
5326470;1;3;1;2;;;;1;3;2;1;76;76;61.617016499269900
5326474;1;2;1;2;;;;1;1;2;1;76;76;92.572205905094100
5326486;1;1;3;;;1;;;;;1;20;20;21.570838779114900
5326488;1;1;1;2;;;;1;4;2;1;20;20;23.207573977817500
5326490;1;1;3;;;1;;;;;1;20;20;15.458955871709600
5326491;1;3;5;;;;;1;2;1;1;20;20;22.807983398558700
5326507;1;3;1;2;;;;1;4;1;1;70;70;5.004966578455110
5326511;1;1;1;2;;;;1;4;1;1;70;70;4.817883681638100
5326511;1;3;3;;;1;;;;;1;70;70;4.817883681638100
5326513;1;1;5;;;;;1;2;1;1;70;70;3.778588685872660
5326515;1;1;2;;1;;;1;3;1;1;70;70;14.558295844064600
5326523;1;2;4;;;;1;;;;1;70;70;9.058648790782660
5326527;1;2;1;1;;;;1;1;2;1;70;70;5.776447515788100
5326533;1;1;4;;;;2;1;;1;1;70;70;13.319472645183000
5326534;1;2;1;2;;;;1;1;2;1;70;70;7.052814813914560
5326535;1;3;3;;;1;;;;;1;70;70;9.023635231857830
5326550;1;1;1;2;;;;1;1;1;1;05;05;100.375297266097000
5326553;1;2;3;;;1;;;;;1;20;20;18.084128395659600
5326553;1;3;2;;4;;;1;3;1;1;20;20;18.084128395659600
5326554;1;1;3;;;2;;;;;1;20;20;21.277402718918400
5326556;1;1;4;;;;1;;;;1;20;20;14.281150638289300
5326572;1;2;4;;;;1;;;;1;20;20;10.584081630628000
5326572;1;3;1;1;;;;1;4;1;1;20;20;10.584081630628000
5326588;1;1;4;;;;1;;;;1;20;20;22.807983398558700
5326591;1;1;1;1;;;;1;3;1;1;20;20;16.153957136760500
5326608;1;1;1;1;;;;1;4;1;1;20;20;14.768919949206500
5326612;1;1;1;2;;;;1;4;1;1;20;20;15.168510528465400
5326627;1;1;4;;;;2;1;;1;1;20;20;22.291087821345100
5326629;1;6;3;;;1;;;;;1;20;20;13.446944825853400
5326630;1;2;1;2;;;;1;4;2;1;20;20;13.528784612810500
5326667;1;1;4;;;;1;;;;1;66;66;36.180770206269000
5326686;1;1;1;1;;;;1;2;1;1;66;66;36.133393869912600
5326699;1;1;6;;;;;;;;1;66;66;36.476790626076400
5326699;1;2;1;2;;;;1;1;1;1;66;66;36.476790626076400
5326702;1;1;1;1;;;;1;1;1;1;66;66;38.268920540846700
5326707;1;2;1;1;;;;1;1;1;1;66;66;38.268920540846700
5326712;1;2;3;;;1;;;;;1;66;66;17.191142168563500
5326715;1;1;1;2;;;;1;4;1;1;63;63;13.253590178588200
5326718;1;1;4;;;;1;;;;1;63;63;13.640129034811200
5326721;1;1;2;;1;;;1;3;1;1;63;63;10.542001506052800
5326729;1;2;2;;1;;;1;3;1;1;05;05;77.711745810210600
5326729;1;5;3;;;1;;;;;1;05;05;77.711745810210600
5326729;1;6;2;;1;;;1;3;1;1;05;05;77.711745810210600
5326740;1;1;2;;1;;;1;3;1;1;05;05;81.910799314404100
5326740;1;2;1;2;;;;1;1;1;1;05;05;81.910799314404100
5326750;1;1;2;;2;;;1;3;1;1;63;63;12.579903171526900
5326750;1;2;3;;;1;;;;;1;63;63;12.579903171526900
5326753;1;2;2;;1;;;1;3;1;1;63;63;14.082915925903400
5326753;1;3;2;;1;;;1;3;1;1;63;63;14.082915925903400
5326756;1;1;2;;1;;;1;3;1;1;63;63;12.966442027749900
5326758;1;1;3;;;1;;;;;1;63;63;12.739782332696700
5326770;1;2;5;;;;;1;2;1;1;20;20;12.703509056256800
5326777;1;1;7;;;;;1;1;2;1;20;20;15.168510528465400
5326785;1;1;2;;1;;;1;3;1;1;20;20;15.565110390772000
5326789;1;1;5;;;;;1;1;1;1;20;20;16.699091208105700
5326800;1;1;7;;;;;1;1;2;2;25;;262.655217935905000
5326805;1;2;2;;1;;;1;3;1;2;25;;496.717681179024000
5326806;1;3;5;;;;;1;2;1;2;25;;200.311889483315000
5326807;1;2;7;;;;;1;1;2;2;25;;603.513124683316000
5326808;1;1;7;;;;;1;1;2;2;25;;294.035029224752000
5326808;1;2;7;;;;;1;3;2;2;25;;294.035029224752000
5326809;1;1;3;;;1;;;;;2;25;;363.502351568123000
5326811;1;2;2;;1;;;1;3;1;1;25;;447.425721279702000
5326812;1;1;3;;;1;;;;;1;25;;234.719583662108000
5326825;1;2;1;2;;;;1;1;2;2;25;;212.428516685215000
5326834;1;1;3;;;1;;;;;2;25;;282.839044390373000
5326837;1;1;7;;;;;1;1;2;2;25;;262.655217935905000
5326838;1;1;7;;;;;1;4;2;2;25;;327.093900133995000
5326838;1;2;7;;;;;1;1;2;2;25;;327.093900133995000
5326839;1;2;7;;;;;1;3;2;2;25;;294.035029224752000
5326840;1;1;2;;1;;;1;1;1;1;25;;273.470821153840000
5326843;1;2;3;;;1;;;;;1;25;;324.649164960425000
5326861;1;2;7;;;;;1;4;2;2;25;;304.346438362855000
5326861;1;6;7;;;;;1;1;2;2;25;;304.346438362855000
5326876;1;1;2;;1;;;1;3;1;1;25;;341.362198983695000
5326880;1;1;4;;;;1;;;;1;25;;471.727297230875000
5326884;1;2;1;1;;;;1;3;1;2;25;;458.659165431512000
5326887;1;1;7;;;;;1;3;1;2;25;;308.827994723830000
5326888;1;1;1;1;;;;1;1;1;2;25;;429.636106737851000
5326888;1;3;3;;;1;;;;;2;25;;429.636106737851000
5326889;1;2;3;;;1;;;;;2;25;;329.164894813660000
5326890;1;2;7;;;;;1;1;1;2;25;;259.759921737247000
5326891;1;1;1;1;;;;1;1;2;1;25;;162.105962723967000
5326894;1;1;3;;;1;;;;;1;25;;346.439410643069000
5326896;1;1;3;;;1;;;;;1;25;;147.530024967229000
5326897;1;1;2;;1;;;1;3;1;1;25;;303.264609579950000
5326903;1;1;2;;1;;;1;3;1;1;25;;284.072055978334000
5326903;1;3;4;;;;1;;;;1;25;;284.072055978334000
5326905;1;1;3;;;1;;;;;1;25;;206.035576421827000
5326908;1;4;3;;;1;;;;;1;25;;172.056681665252000
5326915;1;1;1;1;;;;1;1;2;2;25;;352.405107243007000
5326916;1;2;3;;;1;;;;;2;25;;312.476516052013000
5326917;1;2;7;;;;;1;1;2;2;25;;511.748309645699000
5326919;1;2;6;;;;;;;;1;25;;158.753998575065000
5326922;1;1;4;;;;1;;;;1;25;;318.773147756552000
5326925;1;1;1;1;;;;1;1;1;1;25;;175.667504557965000
5326930;1;1;2;;2;;;1;3;1;1;25;;172.819225486112000
5326933;1;1;7;;;;;1;2;1;2;25;;259.759921737247000
5326936;1;1;3;;;2;;;;;1;25;;306.178660792525000
5326939;1;1;1;1;;;;1;1;1;2;25;;376.468709073398000
5326943;1;1;3;;;1;;;;;2;25;;343.802432697375000
5326944;1;1;7;;;;;1;1;2;2;25;;292.066666157737000
5326944;1;2;7;;;;;1;4;2;2;25;;292.066666157737000
5326944;1;4;3;;;1;;;;;2;25;;292.066666157737000
5326945;1;4;3;;;1;;;;;2;25;;259.759921737247000
5326946;1;1;1;1;;;;1;1;1;1;25;;149.227879829418000
5326955;1;2;3;;;1;;;;;1;25;;330.930872466466000
5326956;1;1;2;;2;;;1;4;1;1;25;;147.530024967229000
5326959;1;1;3;;;1;;;;;1;25;;204.054125629116000
5326962;1;2;7;;;;;1;1;2;1;25;;297.882739292747000
5326964;1;2;1;1;;;;1;1;1;1;25;;277.757585271267000
5326972;1;1;2;;1;;;1;3;1;1;19;19;11.710248700897600
5326977;1;1;5;;;;;1;2;1;1;19;19;19.750701924065700
5326997;1;2;2;;1;;;1;3;1;1;76;76;72.951762389696400
5326997;1;4;5;;;;;1;1;1;1;76;76;72.951762389696400
5326997;1;6;2;;2;;;1;6;1;1;76;76;72.951762389696400
5327000;1;1;3;;;1;;;;;1;76;76;118.230327119412000
5327015;1;1;1;2;;;;1;4;2;1;19;19;15.607901846840000
5327024;2;1;3;;;1;;;;;1;76;76;64.187223196601800
5327025;1;1;1;2;;;;1;3;1;1;76;76;114.951305926397000
5327035;1;1;2;;1;;;1;5;1;2;25;;366.650266773381000
5327038;1;1;5;;;;;1;3;1;1;18;18;8.715298631194160
5327041;1;1;3;;;1;;;;;1;18;18;5.757192805175480
5327047;1;2;2;;1;;;1;3;1;1;18;18;5.462169251457470
5327056;1;1;3;;;1;;;;;1;18;18;6.665577022218380
5327059;1;1;1;1;;;;1;1;1;1;18;18;7.715325935840270
5327060;1;1;2;;1;;;1;3;1;1;18;18;6.246769785289300
5327062;1;1;1;2;;;;1;3;1;1;25;;190.083702137390000
5327063;1;1;1;2;;;;1;3;2;1;25;;239.271665176420000
5327064;1;1;1;2;;;;1;3;2;1;25;;190.083702137390000
5327065;1;1;3;;;1;;;;;1;25;;366.385672065941000
5327072;1;1;3;;;2;;;;;1;25;;191.312550518378000
5327073;1;1;3;;;1;;;;;1;25;;239.271665176420000
5327073;1;2;1;2;;;;1;1;2;1;25;;239.271665176420000
5327079;1;2;3;;;1;;;;;1;25;;239.271665176420000
5327097;1;1;1;2;;;;1;4;1;1;25;;285.005420746688000
5327097;1;3;2;;1;;;1;3;1;1;25;;285.005420746688000
5327100;1;1;3;;;1;;;;;1;25;;323.489643212900000
5327100;1;4;3;;;1;;;;;1;25;;323.489643212900000
5327104;1;2;2;;2;;;1;3;1;1;25;;322.396086026946000
5327113;1;1;3;;;1;;;;;1;25;;213.682240514426000
5327114;1;2;1;1;;;;1;3;1;1;25;;355.604807790848000
5327118;1;1;2;;1;;;1;3;1;1;25;;213.682240514426000
5327123;1;2;1;2;;;;1;1;2;1;25;;198.581539516793000
5327126;1;1;2;;1;;;1;3;1;1;25;;202.645958414580000
5327127;1;1;3;;;1;;;;;1;25;;337.164245497551000
5327148;1;1;7;;;;;1;2;2;1;25;;444.215803392649000
5327149;1;1;1;2;;;;1;3;1;1;25;;282.038501894348000
5327151;1;1;3;;;1;;;;;1;25;;351.284971068308000
5327154;1;1;2;;1;;;1;3;1;1;25;;355.604807790848000
5327192;1;1;7;;;;;1;1;2;2;25;;58.271166523334000
5327192;1;3;7;;;;;1;4;2;2;25;;58.271166523334000
5327197;1;1;7;;;;;1;3;2;2;25;;112.956459905228000
5327203;1;1;5;;;;;1;1;1;1;25;;202.645958414580000
5327204;1;3;3;;;1;;;;;1;25;;193.303436803335000
5327206;1;1;1;2;;;;1;1;2;1;25;;190.083702137390000
5327213;1;5;7;;;;;1;1;2;2;25;;63.909783169185500
5327214;1;1;7;;;;;1;4;2;2;25;;58.271166523334000
5327214;1;2;7;;;;;1;4;2;2;25;;58.271166523334000
5327217;1;1;5;;;;;1;2;1;2;25;;58.888895239082300
5327218;1;1;7;;;;;1;6;2;2;25;;113.081051682867000
5327219;1;1;7;;;;;1;4;2;2;25;;58.271166523334000
5327220;1;1;2;;1;;;1;3;1;2;25;;180.338027734090000
5327220;1;2;7;;;;;1;3;1;2;25;;180.338027734090000
5327228;1;1;5;;;;;1;1;1;1;18;;93.581691663243300
5327229;1;1;2;;1;;;1;3;1;1;18;;96.782719077078300
5327239;1;1;1;1;;;;1;1;1;1;18;;72.707290528336000
5327241;1;1;1;2;;;;1;1;1;1;18;;68.978776784507600
5327246;1;1;1;1;;;;1;1;1;1;18;;79.212667651253000
5327256;1;1;5;;;;;1;1;1;1;18;;89.823185182926600
5327262;1;1;5;;;;;1;2;1;1;18;;80.780661271717100
5327264;1;1;1;1;;;;1;4;1;1;18;;80.780661271717100
5327265;1;1;2;;2;;;1;4;1;1;18;;96.782719077078300
5327268;1;1;2;;1;;;1;4;1;1;18;;92.826462897272500
5327270;1;1;3;;;1;;;;;1;18;;68.978776784507600
5327274;1;1;2;;1;;;1;3;1;1;18;;72.802543739629800
5327274;1;3;2;;1;;;1;4;1;1;18;;72.802543739629800
5327276;1;1;1;2;;;;1;1;1;1;18;;75.240236769078800
5327282;1;1;7;;;;;1;1;2;2;18;;70.857641562563500
5327292;1;1;1;2;;;;1;4;1;2;18;;61.981836435731600
5327294;1;1;7;;;;;1;1;2;2;18;;17.714410390640900
5327297;1;2;1;2;;;;1;1;1;2;18;;59.289818495407500
5327301;1;3;4;;;;1;;;;1;18;;57.342805639671300
5327304;1;1;7;;;;;1;5;2;2;18;;17.714410390640900
5327307;1;1;7;;;;;1;1;2;2;18;;33.451589323404400
5327309;1;1;7;;;;;1;1;2;2;18;;17.714410390640900
5327314;1;1;2;;1;;;1;4;1;2;18;;17.714410390640900
5327318;1;1;7;;;;;1;4;2;2;18;;29.627934284229300
5327318;1;2;1;2;;;;1;4;1;2;18;;29.627934284229300
5327322;1;1;2;;1;;;1;3;1;1;18;;101.770690867835000
5327325;1;1;7;;;;;1;1;2;1;18;;85.203048377577500
5327325;1;2;1;2;;;;1;3;2;1;18;;85.203048377577500
5327333;1;1;2;;2;;;1;1;1;1;18;;102.758401887955000
5327334;1;3;5;;;;;1;4;1;1;18;;54.028322924111500
5327336;1;1;4;;;;1;;;;1;18;;72.707290528336000
5327337;1;1;4;;;;1;;;;1;18;;67.709024542191500
5327339;1;1;5;;;;;1;1;1;1;18;;72.707290528336000
5327342;1;1;7;;;;;1;1;2;1;18;;54.538780140681600
5327343;1;1;7;;;;;1;4;2;1;18;;69.249856042754500
5327344;1;1;4;;;;1;;;;1;18;;88.804601544990800
5327344;1;2;1;2;;;;1;1;1;1;18;;88.804601544990800
5327350;1;1;2;;4;;;1;5;1;1;18;;83.463429257709100
5327353;1;1;1;2;;;;1;3;2;1;41;41;27.306401718249300
5327355;1;3;1;1;;;;1;3;1;1;50;50;16.663982475265500
5327712;1;1;5;;;;;1;3;1;1;47;47;15.006053216886600
5327715;1;1;4;;;;1;;;;1;47;47;15.804908337774500
5327715;1;2;4;;;;1;;;;1;47;47;15.804908337774500
5327716;1;4;2;;3;;;1;1;1;1;47;47;9.210070035567410
5327721;1;2;1;2;;;;1;1;1;1;47;47;10.931147121981400
5327723;1;1;5;;;;;1;3;1;1;47;47;13.959434961953200
5327726;1;1;4;;;;1;;;;1;47;47;17.453275276701000
5327726;1;3;4;;;;1;;;;1;47;47;17.453275276701000
5327729;1;1;3;;;1;;;;;1;47;47;14.052628493902500
5327730;1;1;1;2;;;;1;1;1;1;47;47;12.352305102503300
5327740;1;1;1;1;;;;1;3;1;1;73;73;35.666578316699500
5327744;1;1;2;;1;;;1;3;1;1;73;73;40.566492740983600
5327749;1;1;1;1;;;;1;1;1;1;73;73;29.141433815726000
5327751;1;3;1;2;;;;1;1;2;1;73;73;26.720619324832400
5327755;1;1;2;;1;;;1;1;1;1;13;13;20.485853544010500
5327755;1;3;6;;;;;;;;1;13;13;20.485853544010500
5327759;1;1;2;;1;;;1;1;1;1;13;13;38.065899977548500
5327762;1;1;1;2;;;;1;4;1;1;13;13;54.691413333422800
5327765;1;2;4;;;;1;;;;1;13;13;15.276049298163700
5327765;1;4;5;;;;;1;1;1;1;13;13;15.276049298163700
5327776;1;2;1;2;;;;1;1;1;1;13;13;15.276049298163700
5327782;1;1;6;;;;;;;;1;13;13;45.375898332340900
5327784;1;2;1;2;;;;1;1;1;1;13;13;35.830551488980200
5327788;1;2;6;;;;;;;;1;13;13;29.494873111859100
5327789;1;2;4;;;;1;;;;1;13;13;45.375898332340900
5327791;1;1;4;;;;1;;;;1;13;13;57.718777026787600
5327795;1;6;5;;;;;1;1;1;1;13;13;31.298851626076700
5327802;1;2;1;2;;;;1;1;2;1;13;13;30.552098596327500
5327805;1;1;3;;;1;;;;;1;13;13;38.518944700327300
5327806;1;2;1;1;;;;1;1;1;1;13;13;29.371540306571700
5327809;1;1;3;;;1;;;;;1;13;13;35.038536284183600
5327809;1;2;3;;;1;;;;;1;13;13;35.038536284183600
5327810;1;1;1;2;;;;1;1;1;1;13;13;26.138143613593500
5327815;1;1;1;1;;;;1;1;2;1;13;13;34.154121587054100
5327818;1;1;1;2;;;;1;1;1;1;13;13;23.950928557799700
5327820;1;1;1;2;;;;1;1;2;1;13;13;48.856306748484600
5327821;1;2;1;2;;;;1;1;2;1;13;13;45.375898332340900
5327825;1;1;1;2;;;;1;1;2;1;13;13;15.276049298163700
5327825;1;4;1;2;;;;1;1;2;1;13;13;15.276049298163700
5327826;1;1;2;;1;;;1;1;1;1;13;13;27.469261687428000
5327829;1;2;3;;;1;;;;;1;13;13;66.154571394905100
5327832;1;1;5;;;;;1;1;1;1;13;13;39.321170945611300
5327834;1;1;6;;;;;;;;1;13;13;29.328508104709300
5327834;1;4;6;;;;;;;;1;13;13;29.328508104709300
5327835;1;1;1;2;;;;1;1;2;1;13;13;40.387284052245000
5327836;1;2;6;;;;;;;;1;13;13;25.401396311860600
5327836;1;6;6;;;;;;;;1;13;13;25.401396311860600
5327841;1;4;1;1;;;;1;5;1;1;13;13;31.422696173844600
5327841;1;5;5;;;;;1;1;2;1;13;13;31.422696173844600
5327847;1;15;4;;;;2;1;;1;1;13;13;15.276049298163700
5327849;1;1;1;1;;;;1;1;2;1;13;13;39.767874322316300
5327855;1;1;3;;;1;;;;;1;13;13;46.226885504724800
5327858;1;2;1;1;;;;1;1;2;1;13;13;24.132626967304000
5327858;1;3;1;2;;;;1;1;2;1;13;13;24.132626967304000
5327859;1;1;3;;;1;;;;;1;13;13;42.348534638976000
5327864;1;1;1;2;;;;1;3;1;1;13;13;35.398669772149100
5327865;1;1;1;2;;;;1;4;2;1;13;13;43.867692468388700
5327870;1;1;7;;;;;1;5;2;2;76;;311.599846224069000
5327871;1;1;7;;;;;1;4;1;2;76;;147.283641934652000
5327875;1;1;7;;;;;1;4;1;2;76;;98.497932411678300
5327876;1;2;7;;;;;1;5;2;2;76;;211.018566915375000
5327877;1;1;7;;;;;1;5;2;2;76;;276.976911724715000
5327884;1;1;3;;;1;;;;;2;70;;69.319474491462000
5327885;1;1;8;;;;;;;;2;70;;85.636204383975000
5327885;1;2;1;2;;;;1;1;2;2;70;;85.636204383975000
5327885;1;3;3;;;1;;;;;2;70;;85.636204383975000
5327885;1;4;3;;;1;;;;;2;70;;85.636204383975000
5327901;1;2;1;1;;;;1;1;1;1;47;47;10.365366904866000
